,genres,item_name,release_date,price,item_id,developer
20211,"['Action', 'Indie']",Blood Alloy: Reborn Soundtrack,2016,9.99,449370,Suppressive Fire Games
20212,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Onion Force,2016,4.99,434980,Queen Bee Games
20213,"['Action', 'Indie', 'Strategy']",Awesomenauts - Clockwork Yoolip Skin,2016,3.49,387983,Ronimo Games
20214,"['Action', 'Indie', 'Strategy']",Awesomenauts - Skull Chopper Chucho,2016,5.99,399831,Ronimo Games
20215,"['Action', 'Indie', 'Strategy']",Awesomenauts - Sir Jimmy Lionheart,2016,4.49,425544,Ronimo Games
20216,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Iron Madness,2016,0.0,442220,Inane Games
20217,"['Casual', 'Sports']",Rock Paper Scissors Champion,2016,0.0,449050,Wholetone Games
20218,"['Action', 'Indie', 'Strategy']",Awesomenauts - The Mind Collection Announcer,2016,3.99,443390,Ronimo Games
20219,"['Action', 'Indie']",Brawlhalla - Valhalla Pack,2015,0.0,389720,Blue Mammoth Games
20220,"['Adventure', 'Casual', 'Indie', 'Simulation']",Star Sky 2 - ブルームーン 2,2016,2.99,443460,"Mårten Jonsson,JMJ Interactive"
20221,"['Casual', 'Indie', 'Sports']",Party Jousting - Bling Pack,2016,0.0,442830,vikingfabian.com
20222,"['Casual', 'Indie', 'Sports']",Party Jousting,2016,0.0,437900,vikingfabian.com
20223,"['Action', 'Indie']",Gunscape - Standard Edition,2016,19.99,441300,Blowfish Studios
20224,"['Action', 'Indie']",ZHEROS (Original Soundtrack),2016,4.99,444540,Rimlight Studios
20225,"['Casual', 'Strategy']",Dead Stop,2016,7.99,408860,Shortbreak Studios s.c.
20226,"['Action', 'Casual', 'Indie', 'Strategy']",Fairies vs. Darklings: Arcane Edition,2016,2.99,434230,Interama - Interactive Technology
20227,"['Adventure', 'Indie']",Settled,2016,0.99,445750,Allen Dayan
20228,"['Adventure', 'Indie']",Soul Axiom,2016,19.99,279900,Wales Interactive
20229,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",The Sentient,2016,9.99,411600,Uncaged Studios
20230,"['Action', 'Casual', 'Indie', 'Strategy']",Age of Steel OST,2016,0.99,447250,Quaint Emerald
20231,"['Action', 'Indie', 'RPG', 'Early Access']",Dungeons and Robots,2016,8.99,386650,Glow Games Studio
20232,"['Adventure', 'Indie']",Soul Axiom - Art Book,2016,5.99,435820,Wales Interactive
20233,"['Adventure', 'Indie']",Soul Axiom - Soundtrack,2016,8.99,439860,Wales Interactive
20234,['Strategy'],Total War: ATTILA - Slavic Nations Culture Pack,2016,7.99,428730,Creative Assembly
20235,"['Action', 'Adventure', 'Indie', 'RPG']",Grim Dawn,2016,24.99,219990,Crate Entertainment
20236,['Strategy'],Master of Orion 2,1996,5.99,410980,SimTex
20237,['Adventure'],Heaven's Hope - Special Edition,2016,19.99,404510,Mosaic Mask Studios
20238,"['Action', 'Adventure', 'Indie']",And So It Was,2016,1.99,432590,VolumeUp Studios
20239,['Strategy'],Master of Orion 1,1996,5.99,410970,SimTex
20240,"['Action', 'Indie']",Bierzerkers,2016,4.99,348460,Shield Break Studios
20241,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Factorio,2016,20.0,427520,Wube Software LTD.
20242,['Indie'],Dyadic,2016,9.99,442140,Handsome Dragon Games
20243,"['Simulation', 'Strategy']",Factorio - Soundtrack,2016,7.0,436090,Wube Software LTD.
20244,['Indie'],Dyadic OST,2016,3.99,442510,Handsome Dragon Games
20245,['Adventure'],The Walking Dead: Michonne - A Telltale Miniseries,2016,14.99,429570,Telltale Games
20246,"['Indie', 'Simulation', 'Strategy']",Gnomoria,2016,14.99,224500,Robotronic Games
20247,"['Action', 'Casual', 'Indie', 'Early Access']",PIXELMAN,2016,2.99,438000,Kindermann Corp.
20248,"['Casual', 'Indie', 'RPG', 'Simulation']",Apocalypse Hotel: The Thin Blue Line!,2016,1.99,446900,Michael Flynn
20249,"['Action', 'Indie']",Ninja Senki DX,2016,4.99,405540,Tribute Games Inc.
20250,"['Action', 'Indie', 'Racing']",Obliteracers,2016,14.99,368740,Varkian Empire
20251,['Utilities'],Godot Engine,2016,0.0,404790,Godot Engine
20252,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports']",VALENS,2016,7.99,441640,Digitallion
20253,"['Action', 'Adventure', 'Indie']",Reagan Gorbachev,2016,9.99,364720,Team2Bit
20254,"['Action', 'Indie']",Devil Daggers,2016,4.99,422970,Sorath
20255,"['Adventure', 'Indie']",Mindless Running,2016,1.99,444260,Quiet River
20256,"['Action', 'Massively Multiplayer', 'RPG']",Devilian: Tempest Class Pack,2016,0.0,441782,Bluehole Ginno Games
20257,"['Action', 'Adventure', 'Indie']",MacGuffin,2016,2.99,398930,Concrete Games
20258,"['Casual', 'Massively Multiplayer', 'Simulation']",Governor of Poker 3,2016,0.0,436150,"OrangeGames,YoudaGames"
20259,"['Adventure', 'Indie']",Mysteries of the Past: Shadow of the Daemon Collector's Edition,2016,9.99,440870,Blue Brain Games
20260,['Simulation'],TS Marketplace: COV AB Vans Wagon Pack 01,2016,4.99,326046,Fastline Simulation
20261,['Simulation'],TS Marketplace: COV AB Vans Wagon Pack 02,2016,4.99,326045,Fastline Simulation
20262,"['Action', 'Indie', 'RPG', 'Early Access']",No1Left,2016,8.99,409580,Skarond
20263,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",24 Hours 'til Rescue,2016,3.99,444420,"J. Fletcher,Michael Flynn"
20264,"['Massively Multiplayer', 'RPG']",ArcheAge: Experienced Hero Pack,2016,0.0,445321,XLGAMES
20265,"['Massively Multiplayer', 'RPG']",ArcheAge: Steam Bloodsong Pack,2016,0.0,445330,XLGAMES
20266,"['Massively Multiplayer', 'RPG']",ArcheAge: Fresh Adventurer Pack,2016,0.0,445320,XLGAMES
20267,"['Action', 'Indie']",Cyborg Rage,2016,2.99,429160,Ragiva Games
20268,"['Adventure', 'Indie']",Steamroll,2016,12.99,378810,Anticto
20269,"['Casual', 'Indie', 'Simulation']",Plantera - Original Soundtrack,2016,0.99,445890,VaragtP
20270,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Shattered Heart Adventure Path (5E): The Ties that Bind,2016,9.99,445930,"SmiteWorks USA, LLC"
20271,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Shattered Heart Adventure Path (5E): The Temple of Jewels and Mirrors,2016,9.99,445931,"SmiteWorks USA, LLC"
20272,"['Adventure', 'Indie', 'RPG']",The Quest - Soundtrack,2016,1.99,430050,Redshift
20273,"['Action', 'Casual', 'Indie']",Risky Rescue,2016,0.99,439910,Digital Melody
20274,"['Casual', 'Indie']",Broken Dreams,2016,1.99,444480,Mihai Morosanu
20275,"['Indie', 'Simulation']",Spec Ops Pack,2016,0.0,393910,Noble Empire Corp.
20276,"['Action', 'Adventure', 'Indie', 'Simulation']",Dinosaur Hunt - Guns Expansion Pack,2016,1.99,434941,ANPA.US
20277,"['Casual', 'Indie', 'Simulation', 'Strategy']",Pixel Puzzles 2: Space,2016,9.99,355920,DL Softworks
20278,"['Adventure', 'Indie', 'RPG']",The Quest,2016,9.99,428880,Redshift
20279,"['Adventure', 'Casual', 'Indie', 'RPG']",Arvale - Deluxe Contents,2016,2.99,425370,Jaybot7
20280,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",Glory Kingdom,2016,4.99,435050,Matthew Robinson
20281,"['Indie', 'Simulation', 'Strategy']",Unending Galaxy,2016,9.99,439720,Anarkis Gaming
20282,"['Adventure', 'Indie']",Magdalena,2016,2.99,432470,Yellow Bun
20283,['Strategy'],FritzChess 15,2016,34.99,427480,ChessBase GmbH
20284,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Photo Editing']",MindTex 2,2016,19.99,441770,Frozen Flame
20285,"['Simulation', 'Strategy']",Cities: Skylines - Snowfall,2016,12.99,420610,Colossal Order Ltd.
20286,"['Action', 'Indie', 'Strategy']",Planet 1138,2016,2.99,434790,Bionic Pony
20287,['Strategy'],Panzer Corps: Soviet Corps,2016,14.99,389421,"Flashback Games,The Lordz Games Studio"
20288,['Adventure'],Red Comrades Save the Galaxy: Reloaded,2016,3.99,415610,Buka Development
20289,"['Simulation', 'Strategy']","Codename: Panzers, Phase One",2004,14.99,411310,"Stormregion,THQ Nordic"
20290,['Adventure'],Red Comrades Collector's Edition Upgrade,2016,4.99,440370,Buka Development
20291,"['Simulation', 'Strategy']","Codename: Panzers, Phase Two",2005,14.99,411320,"Stormregion,THQ Nordic"
20292,['Strategy'],Codename Panzers Cold War Soundtrack,2016,2.99,443670,"InnoGlow,Stormregion"
20293,['Simulation'],FSX: Steam Edition - VFR Czech Republic Add-On,2016,24.99,379579,SimDesign
20294,['RPG'],Pillars of Eternity - The White March Part II,2016,14.99,373740,Obsidian Entertainment
20295,"['Action', 'Adventure', 'Indie']",ChromaGun,2016,12.99,408650,Pixel Maniacs
20296,"['Casual', 'Simulation']",Rocksmith® 2014 – Sublime - “Badfish”,2016,2.99,390452,Ubisoft - San Francisco
20297,"['Casual', 'Simulation']",Rocksmith® 2014 – A Perfect Circle - “The Outsider”,2016,2.99,390451,Ubisoft - San Francisco
20298,"['Casual', 'Simulation']",Rocksmith® 2014 – Loverboy - “Working for the Weekend”,2016,2.99,390454,Ubisoft - San Francisco
20299,"['Casual', 'Simulation']",Rocksmith® 2014 – The Doobie Brothers - “Long Train Runnin’”,2016,2.99,390453,Ubisoft - San Francisco
20300,"['Indie', 'RPG']",The Daring Mermaid Expedition,2016,2.99,443830,Choice of Games
20301,"['Action', 'Casual', 'Indie']",Recursion Deluxe,2016,4.99,425160,"2D Heroes,Ursa Games"
20302,['Adventure'],Kindred Spirits on the Roof,2016,34.99,402620,Liar-soft
20303,"['Casual', 'Simulation']",Rocksmith® 2014 – Hit Singles Song Pack IV,2016,9.99,390455,Ubisoft - San Francisco
20304,"['Action', 'Indie']",Babel: Choice (Original Soundtrack),2016,2.99,430370,Sogoal
20305,"['Action', 'Indie']",Babel: Choice,2016,9.99,430170,Sogoal
20306,"['Casual', 'Indie', 'RPG', 'Simulation']",Apocalypse Hotel: Museum of Horror!,2016,0.99,443710,Michael Flynn
20307,"['Indie', 'Racing', 'Simulation', 'Sports']",Victory: The Age of Racing,2016,0.0,264120,Vae Victis Games
20308,"['Action', 'Indie']",SHOWTIME 2073,2016,1.99,411080,Nicolas Bernard
20309,"['Casual', 'Simulation']",Rocksmith® 2014 – Sister Hazel - “All For You”,2016,2.99,390448,Ubisoft - San Francisco
20310,"['Casual', 'Simulation']",Rocksmith® 2014 – Daryl Hall and John Oates - “You Make My Dreams”,2016,2.99,390449,Ubisoft - San Francisco
20311,['Action'],ARSLAN: THE WARRIORS OF LEGEND,2016,59.99,401890,"KOEI TECMO GAMES CO., LTD."
20312,"['Indie', 'Simulation']",American Truck Simulator,2016,19.99,270880,SCS Software
20313,['Action'],Tom Clancy's Rainbow Six® Siege - Cobalt Weapon Skin,2016,2.99,417464,Ubisoft Montreal
20314,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Super Bomb Rush!,2017,9.99,397810,Curvature Systems
20315,"['Action', 'Casual', 'Indie']",Astral Breakers,2016,4.99,406120,Intropy Games
20316,"['Adventure', 'Indie']",Space Pilgrim Episode III: Delta Pavonis,2016,1.99,439250,"Pilgrim Adventures,GrabTheGames Studios"
20317,"['Action', 'Adventure', 'Indie', 'RPG']",The Chosen RPG,2016,1.99,434420,Little Big Lee
20318,"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016,29.99,349040,CyberConnect2 Co. Ltd.
20319,['Strategy'],XCOM 2: Reinforcement Pack,2016,19.99,426321,"Firaxis,Feral Interactive (Mac and Linux)"
20320,['RPG'],Sea Dogs: To Each His Own - The Caleuche,2016,3.99,240480,BlackMark Studio
20321,"['Casual', 'Simulation']",Rocksmith® 2014 – Valentine’s Day Song Pack,2016,9.99,390450,Ubisoft - San Francisco
20322,"['Adventure', 'Indie']",Firewatch,2016,19.99,383870,Campo Santo
20323,"['Adventure', 'Indie']",Firewatch Original Soundtrack,2016,5.99,435910,Campo Santo
20324,"['Action', 'Massively Multiplayer', 'RPG']",Devilian: Champion Pack,2016,0.0,441781,Bluehole Ginno Games
20325,"['Action', 'Massively Multiplayer', 'RPG']",Devilian: Hero Pack,2016,0.0,441780,Bluehole Ginno Games
20326,"['Indie', 'Strategy']",Sentinels of the Multiverse - Soundtrack (Volume 4),2016,4.99,443440,Handelabra Games Inc.
20327,"['Action', 'Adventure', 'Indie']",Pesadelo - Regressão,2016,5.99,378930,Skyjaz Games
20328,"['Adventure', 'Casual', 'Indie', 'Simulation']",Mystic Destinies: Serendipity of Aeons - Shou,2016,0.0,440130,Aeon Dream Studios
20329,"['Adventure', 'Casual', 'Indie', 'Simulation']",Mystic Destinies: Serendipity of Aeons,2016,0.0,431510,Aeon Dream Studios
20330,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Waste Walkers Awareness,2016,2.99,443750,Corrosive Studios LLC
20331,"['Action', 'Adventure', 'Indie']",Oddworld: New 'n' Tasty - 720p Movies Pack,2016,0.0,441040,"Just Add Water (Developments), Ltd."
20332,"['Indie', 'RPG', 'Simulation', 'Early Access']",Wayward Terran Frontier: Zero Falls,2016,29.99,392080,Reason Generator Inc.
20333,"['Adventure', 'Casual', 'Massively Multiplayer', 'RPG']",Lucent Heart,2016,0.0,283060,Playcoo
20334,['Strategy'],XCOM® 2,2016,59.99,268500,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)"
20335,['Sports'],Jerry Rice & Nitus' Dog Football,2011,10.99,438660,JUDOBABY INC.
20336,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",Elite Dangerous: Pilot Starter Pack,2016,7.99,441730,Frontier Developments
20337,['Indie'],Moonlight,2016,2.99,434410,Kevin Jess Horton
20338,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",A.I. Space Corps,2016,4.99,423180,GameArt Studio GmbH
20339,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Convoy Soundtrack,2016,9.99,395950,"Convoy Games,Antinomia"
20340,"['Adventure', 'Casual', 'Indie']",Inside: Before Birth,2016,3.99,437740,CydoniaGate
20341,['Adventure'],Agatha Christie - The ABC Murders,2016,14.99,374900,Artefacts Studios
20342,"['RPG', 'Strategy']",Mordheim: City of the Damned - The Smuggler,2016,1.99,434041,Rogue Factor
20343,"['RPG', 'Strategy']",Mordheim: City of the Damned - The Poison Wind Globadier,2016,1.99,434040,Rogue Factor
20344,"['Indie', 'Strategy']",The Political Machine 2016,2016,9.99,404620,Stardock Entertainment
20345,"['Action', 'Adventure', 'Indie']",Cobalt,2016,14.99,357340,Oxeye Game Studio
20346,['Simulation'],TS Marketplace: DR Komfortwagen Coach Pack,2016,4.99,326033,virtualRailroads
20347,['Simulation'],TS Marketplace: DR Schnellzugwagen Type B Coach Pack,2016,4.99,326037,virutalRailroads
20348,['Simulation'],TS Marketplace: DR Schnellzugwagen Type YB Coach Pack,2016,4.99,326036,virtualRailroads
20349,"['RPG', 'Simulation', 'Strategy']",Expansion - Crusader Kings II: Conclave,2016,14.99,394320,Paradox Development Studio
20350,['Strategy'],"Warhammer 40,000: Armageddon - Soundtrack",2016,0.99,437110,"Flashback Games,The Lordz Games Studio"
20351,['Simulation'],TS Marketplace: Sdggmrss Taschenwagen Wagon Pack,2016,4.99,326034,virutalRailroads
20352,"['RPG', 'Simulation', 'Strategy']",Crusader Kings II: Viking Metal,2016,2.99,401660,Paradox Development Studio
20353,"['RPG', 'Simulation', 'Strategy']",Content Pack - Crusader Kings II: Conclave,2016,4.99,394321,Paradox Development Studio
20354,"['Casual', 'Indie']",Curvatron,2016,0.99,404700,Brave Bunny
20355,"['Racing', 'Simulation', 'Sports']",Sébastien Loeb Rally EVO - Pikes Peak Pack Peugeot 405 T 16 PP,2016,7.99,408680,Milestone S.r.l.
20356,"['Racing', 'Simulation', 'Sports']",Sébastien Loeb Rally EVO - Pikes Peak Pack Suzuki Escudo PP,2016,7.99,402350,Milestone S.r.l.
20357,"['Action', 'Adventure', 'Indie', 'Strategy']",Bear Haven Nights,2016,4.99,434220,SunRay Games
20358,"['Adventure', 'Indie', 'RPG', 'Early Access']",The Sacred Stone: A Story Adventure,2016,2.99,432410,Panzer Gaming
20359,"['Adventure', 'Indie']",Rusty Lake Hotel,2016,1.99,435120,Rusty Lake
20360,"['Indie', 'RPG']",The Lost Heir: The Fall of Daria,2015,3.99,439770,Hosted Games
20361,"['Casual', 'Indie', 'Sports', 'Early Access']",Golf With Your Friends,2016,5.99,431240,Blacklight Interactive
20362,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Battle For Souls,2016,4.99,438980,"Berserk Games,Robert Burke Games"
20363,"['Casual', 'Indie', 'Simulation', 'Sports']",Pitstop Challenge,2016,9.99,427040,Laudo Games
20364,"['Casual', 'Racing']",Sunny Hillride,2016,1.99,378490,Synetic
20365,"['Action', 'Adventure']",Project Pulsation - Soundtracks,2016,1.99,432600,VGstudio
20366,"['Adventure', 'Indie', 'Racing']",Defunct Soundtrack,2016,5.99,439680,"Freshly Squeezed,Joel Forssell"
20367,"['Action', 'Indie']",Blitz Breaker,2016,0.99,416110,Boncho Games
20368,"['Action', 'Indie']",Blitz Breaker Soundtrack,2016,2.99,428320,"Fatbard,Boncho Games (made the game)"
20369,['Indie'],CALENDULA,2016,6.99,427810,Blooming Buds Studio
20370,"['Action', 'Casual', 'Indie']",Astral Gun,2016,1.99,416850,Thomas Moon Kang
20371,"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring - “The Kids Aren’t Alright”,2016,2.99,390440,Ubisoft - San Francisco
20372,"['Casual', 'Simulation']","Rocksmith® 2014 – The Offspring - “You’re Gonna Go Far, Kid”",2016,2.99,390441,Ubisoft - San Francisco
20373,"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring - “Pretty Fly (For A White Guy)”,2016,2.99,390442,Ubisoft - San Francisco
20374,"['Action', 'Adventure', 'Indie', 'Simulation']",GiAnt,2016,4.99,434930,Wreck Tangle Games
20375,"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring - “Want You Bad”,2016,2.99,390443,Ubisoft - San Francisco
20376,"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring - “All I Want”,2016,2.99,390444,Ubisoft - San Francisco
20377,"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring Song Pack II,2016,11.99,390445,Ubisoft - San Francisco
20378,"['Action', 'Indie', 'Early Access']",The TakeOver,2016,12.99,418620,Pelikan13
20379,"['Casual', 'Indie']",It's Spring Again,2016,0.99,434210,Baba Yaga Games
20380,"['Casual', 'Indie']",It's Spring Again Collector's Edition Content,2016,1.99,434400,Asya Yurina
20381,"['Action', 'Casual', 'Indie']",Gun Wings - Original Soundtrack,2016,1.99,414620,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ"
20382,['Simulation'],FSX: Steam Edition - FS Global 2010 Add-On,2016,54.99,379551,PILOT’S
20383,['Indie'],fault milestone one - THE ART OF fault milestone one,2016,9.99,441270,ALICE IN DISSONANCE
20384,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Lone Survivor - Original Soundtrack,2016,7.99,433780,Jasper Byrne
20385,"['Adventure', 'Casual', 'Indie', 'RPG']",Wolfsong,2016,9.99,440410,Hyptosis
20386,['Action'],Kung Fu Panda: Jombie Porcupine and Jombie Master Croc,2016,0.99,413801,Vicious Cycle Software
20387,['Action'],Kung Fu Panda: Panda Village,2016,0.99,413815,Vicious Cycle Software
20388,['Action'],Kung Fu Panda: Warrior Po and Jombie Master Chicken,2016,0.99,413812,Vicious Cycle Software
20389,['Action'],Kung Fu Panda: Spirit Realm,2016,0.99,413816,Vicious Cycle Software
20390,"['Action', 'Adventure']",Bombshell,2016,34.99,353190,Interceptor Entertainment
20391,['Action'],Kung Fu Panda: Rhino Armor Li and Jombie Master Bear,2016,0.99,413813,Vicious Cycle Software
20392,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Sword 'N' Board,2016,4.99,425230,Stuffed Castle Studios
20393,"['Adventure', 'Indie']",Shadow Puppeteer Soundtrack,2016,2.99,439470,Sarepta studio
20394,"['Action', 'Indie']",Habitus,2016,2.99,394990,frozenen
20395,"['Indie', 'RPG']",The Lost Heir 2: Forging a Kingdom,2016,3.99,439750,Hosted Games
20396,"['Action', 'Indie', 'Simulation', 'Sports']",Toro,2016,2.99,416720,Recotechnology S.L.
20397,"['Action', 'Indie', 'RPG']",DarkMaus,2016,9.99,406130,Daniel Wright
20398,['Education'],Resume Maker® for Windows,2015,19.99,419450,Individual Software
20399,"['Action', 'Indie', 'Strategy']",Special Tactics,2016,4.99,432870,Beast Mode Games
20400,"['Massively Multiplayer', 'RPG']",Allods Online RU,2016,0.0,381640,Mail.ru Games
20401,"['Adventure', 'Casual', 'Indie']",Echo Tokyo: An Intro,2016,1.99,345700,BurstRay Games
20402,"['Action', 'Indie']",Iron Snout,2016,0.0,424280,SnoutUp
20403,"['Adventure', 'Casual', 'Indie']",Echo Tokyo: Graphic Novel,2016,0.99,390490,BurstRay Games
20404,"['Adventure', 'Indie']",Aozora Meikyuu,2016,4.99,427980,Yume Creations
20405,"['Casual', 'Indie', 'Strategy']",Empire of the Gods,2008,1.99,436140,Lonely Troops
20406,"['Adventure', 'Casual']",Mystic Saga,2016,0.0,415840,FIVE-BN GAMES
20407,"['Casual', 'Indie']",Narcissu 10th Anniversary Anthology Project,2016,2.99,426690,stage-nana
20408,"['Action', 'Adventure', 'Casual', 'Indie']",Super Mustache,2016,0.99,438180,Redro Games
20409,"['Action', 'Casual', 'Indie']",Surfingers,2016,1.99,438080,Digital Melody
20410,"['Casual', 'Indie', 'Strategy']",10 Minute Barbarian,2016,4.99,389120,Wolff Dobson
20411,"['Action', 'Adventure', 'Indie']",PulseCharge,2016,0.99,438010,Frozenmark Games
20412,"['Indie', 'Strategy']",Sentinels of the Multiverse - Shattered Timelines,2016,4.99,429110,Handelabra Games Inc.
20413,"['Action', 'Massively Multiplayer', 'RPG']",Hounds : The Last Hope,2016,0.0,366160,Netmarble Games
20414,"['Casual', 'Indie']",Narcissu 10th Anniversary Anthology Project - Season Pass,2016,29.99,439510,stage-nana
20415,"['Action', 'Indie', 'Strategy']",AI: Rampage,2016,1.99,438020,Sekerin Productions
20416,"['Massively Multiplayer', 'RPG']",Karos - Starter Pack,2016,0.0,437640,Galaxy Gate
20417,['Action'],The Lost Mythologies,2016,0.0,372540,Basaltic studio
20418,"['Action', 'Indie']",Cubixx HD,2016,8.99,420570,Laughing Jackal LTD
20419,"['Simulation', 'Strategy']",Order of Battle: Morning Sun,2016,14.99,412580,The Artistocrats
20420,"['Action', 'Casual', 'Indie', 'Early Access']",LILT,2016,4.99,438160,pho
20421,"['Action', 'Casual', 'Indie']",FullBlast,2016,5.99,429220,UFO Crash Games
20422,"['Adventure', 'Casual']",Eventide: Slavic Fable,2016,9.99,406870,The House of Fables
20423,"['Casual', 'Indie', 'Simulation']",Plantera,2016,2.99,421040,VaragtP
20424,"['Action', 'Adventure', 'Casual', 'Indie']",Rabi-Ribi,2016,17.99,400910,"CreSpirit,GemaYue"
20425,['Strategy'],Nemesis of the Roman Empire,2004,9.99,433290,Haemimont Games
20426,"['Adventure', 'Indie']",The Slaughter: Act One Soundtrack,2016,2.99,430400,Brainchild
20427,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Ancient Dungeons: Base Pack,2016,24.99,406071,Celianna
20428,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Ancient Dungeons: Forgotten Depths,2016,4.99,406072,Joel Steudler
20429,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Casino Tile Pack,2016,9.99,283541,Sherman 3D
20430,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Classic School Tiles,2016,6.99,406073,Sherman3D
20431,"['Action', 'Adventure', 'Indie']",Rabi-Ribi - Original Soundtrack,2016,5.99,431620,CreSpirit
20432,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Cyberpunk Music Pack,2016,7.99,406076,KADOKAWA
20433,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Pirate Music Pack,2016,14.99,406078,Joel Steudler
20434,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Inspirational Vol. 4,2016,24.99,406077,JDB Artist
20435,"['Adventure', 'Indie']",The Order of the Thorne - The King's Challenge,2016,9.99,425600,Infamous Quests
20436,['Action'],Revolt,2016,4.99,416330,Explosive LLC
20437,['Audio Production'],Rytmik Lite Chiptune Synthesizer,2016,5.99,432330,"CINEMAX, s.r.o."
20438,"['Action', 'Indie']",Swiftly,2016,0.99,418610,Cleverweek
20439,['Audio Production'],Upgrade to Rytmik Ultimate,2016,11.99,432440,"CINEMAX, s.r.o."
20440,"['Action', 'Indie']",Rubber Ducky and the Rainbow Gun - Gigantic Cosmetic Pack!,2016,0.99,436710,John Szymanski
20441,"['Action', 'Adventure', 'Indie', 'Simulation']",Sickness,2016,9.99,413870,Zetsubou
20442,['Strategy'],Deserts of Kharak Expedition Guide,2016,5.99,433240,Blackbird Interactive
20443,"['Action', 'Adventure', 'Indie', 'RPG']",TowerClimb - Extended Original Soundtrack,2016,8.99,428140,Davioware and Quazi
20444,"['Racing', 'Simulation', 'Sports']",Sébastien Loeb Rally EVO,2016,29.99,355060,Milestone S.r.l.
20445,"['Action', 'Adventure', 'Indie', 'RPG']",Crashlands,2016,14.99,391730,Butterscotch Shenanigans
20446,"['Action', 'Adventure', 'Indie', 'RPG']",Crashlands Soundtrack,2016,4.99,432800,Butterscotch Shenanigans
20447,['Casual'],Let's Sing 2016,2016,24.99,397820,Voxler Games
20448,"['Action', 'Indie']",The Rise of Chubtan,2016,7.99,396010,RadarJam
20449,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Dinocide,2016,9.99,423900,AtomicTorch Studio
20450,"['Action', 'Indie']",Move or Die,2016,14.99,323850,Those Awesome Guys
20451,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Early Access']",Naval Action,2016,39.99,311310,Game-Labs
20452,"['Action', 'Indie']",Hard Room,2016,2.99,431560,"Evgeny Shcherbakov,Denis Ovsyannikov"
20453,"['Indie', 'Simulation']",The Westport Independent,2016,9.99,352240,Double Zero One Zero
20454,"['Action', 'Indie']",Close Order,2016,4.99,383800,Raconteur Games
20455,"['Action', 'Indie']",The Minotaur,2016,1.99,412540,Ratalaika Games S.L.
20456,['Indie'],Subterrain,2016,16.99,340490,Pixellore
20457,['Indie'],The Minotaur: Soundtrack,2016,0.99,412550,Ratalaika Games S.L.
20458,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Tiny Epic Galaxies,2016,4.99,437590,"Berserk Games,Gamelyn Games"
20459,"['Casual', 'Indie']",Bloxitivity,2016,11.99,236010,55 Revolver
20460,['Adventure'],Timelapse,1996,5.99,433580,GTE Entertainment
20461,"['Adventure', 'Casual', 'Indie', 'RPG']",The Amazing Adventures of Ash - Afterparty,2016,1.99,437170,Z3roram Studios
20462,"['Action', 'Indie', 'Strategy']",Death by Game Show,2016,9.99,409730,Oointah
20463,['Simulation'],TS Marketplace: Riveted Body dia. 1/143 HTO 21t Coal Hopper,2016,4.99,326038,Fastline Simulation
